Protein	logFC	adj.P.Val	class
CRMP1	0.0501822801007423	0.380915388497191	Non-significant
COMMD4	-0.022136054	0.381844968600395	Non-significant
CTU1	-0.019926146	0.381855867246875	Non-significant
CD33	0.00516065854511472	0.381901614988273	Non-significant
ZNF417	0.00631948409757555	0.382015560859683	Non-significant
ANKRD50	-0.012314837	0.382204089767712	Non-significant
NPRL3	0.00265926299470851	0.383053642110804	Non-significant
EP400	-0.010086111	0.383682686841415	Non-significant
RHOB	0.0412462569718981	0.384202978322798	Non-significant
TBL3	-0.018409043	0.384309939306774	Non-significant
ZFPL1	-0.025461062	0.384558355139208	Non-significant
F10	0.0579354350784287	0.385620701200066	Non-significant
NANP	-0.019682413	0.385888719648012	Non-significant
KCTD1	-0.002736044	0.385888719648012	Non-significant
INO80B	-0.002562226	0.386719106257927	Non-significant
ZNF827	-0.016045093	0.386719106257927	Non-significant
NUFIP2	0.0212899668153659	0.387153738642374	Non-significant
EIF3A	-0.032190204	0.387761821020606	Non-significant
ANKZF1	-0.012272168	0.390075027438123	Non-significant
PWWP2A	-0.007137327	0.390584575123724	Non-significant
SLC27A3	0.0110539285196201	0.39074692128855	Non-significant
BAZ2A	0.0262321181690299	0.390833200686803	Non-significant
DEK	-0.030616794	0.390900196138057	Non-significant
PRKCA	0.027951978195623	0.392447489852774	Non-significant
LOXL4	-0.031397833	0.392811070746099	Non-significant
MED17	-0.014472801	0.392836833064591	Non-significant
RDH13	0.0395224496118058	0.392836833064591	Non-significant
GTF2E1	-0.023011712	0.393175063919469	Non-significant
BTD	-0.031849271	0.393265967530287	Non-significant
UBE3A	0.0178606532864298	0.393486298986679	Non-significant
VPS37C	-0.012568825	0.393708018705143	Non-significant
VRK2	-0.016540887	0.395502612640414	Non-significant
FBXW9	0.00911173478515281	0.395664658131711	Non-significant
STAG1	0.0170968500886433	0.396040510148372	Non-significant
ACYP1	0.0389877388974695	0.396518292693579	Non-significant
RBM22	0.0269532441347677	0.396536884096899	Non-significant
MRTFA	0.0210383331095659	0.397917592529264	Non-significant
GSTK1	-0.05167136	0.398379851698287	Non-significant
NLN	0.0227390569362416	0.399043867346139	Non-significant
TMEM119	-0.060656793	0.399746408477296	Non-significant
TXLNA	0.0221599533151755	0.399892027012642	Non-significant
POGK	0.0203341472440116	0.400143082787209	Non-significant
BRD2	-0.010831005	0.400764199757147	Non-significant
HSPB1	-0.054072752	0.400919897903969	Non-significant
CFDP1	0.0222829106465572	0.40096735563156	Non-significant
DNAJA2	-0.026748716	0.403290195107103	Non-significant
METTL2B	-0.013922314	0.403337688031754	Non-significant
LYPLAL1	-0.044507754	0.403876436653604	Non-significant
HIST2H2AA4	0.063379961343033	0.40402215286909	Non-significant
ARHGAP5	0.0139807640076155	0.404251352390016	Non-significant
FAM83G	0.00918576864644888	0.405139339985442	Non-significant
AMZ2	-0.003736507	0.405488728102389	Non-significant
PTPN13	0.00997247493706754	0.40767751608034	Non-significant
SURF4	-0.040744811	0.40767751608034	Non-significant
NUPL2	0.00933207425245292	0.408644034579541	Non-significant
GFOD2	0.00951097905281542	0.409181728603221	Non-significant
EXOSC4	-0.0164611	0.410042769815351	Non-significant
IRF6	-0.039451372	0.410779511651571	Non-significant
PTX3	0.0247844657782259	0.410784643895277	Non-significant
SPI1	0.0105201270370334	0.410973710033132	Non-significant
SDHAF4	-0.007625508	0.410973710033132	Non-significant
PDE1B	-0.003622615	0.411199955754268	Non-significant
PPP6R1	0.0198025769409578	0.411199955754268	Non-significant
SYNE3	0.0209737103365509	0.411640159729844	Non-significant
GPAA1	-0.024635883	0.411640159729844	Non-significant
DDX49	0.00747680008451229	0.411883313960374	Non-significant
AHCYL2	-0.037279969	0.41265067915676	Non-significant
RELCH	-0.016892063	0.412780891961578	Non-significant
LRMDA	-0.023292603	0.413104582647776	Non-significant
HES1	-0.002378227	0.413569684246634	Non-significant
CRIM1	-0.004240297	0.414233374918462	Non-significant
SLC25A12	-0.020398282	0.414503213453543	Non-significant
STAM	0.0311764181352361	0.414863666870055	Non-significant
CNIH4	-0.007147909	0.415945414899407	Non-significant
BRD1	0.00845315643400396	0.416292898732135	Non-significant
ZNF460	-0.00495846	0.416310340825554	Non-significant
CRNKL1	0.0173385216440916	0.416623917081791	Non-significant
ZNF276	-0.005436457	0.417692626772567	Non-significant
LENG8	0.00863951066955781	0.417952288908165	Non-significant
EHD2	0.0713112977842174	0.418051263055152	Non-significant
PUDP	-0.025269538	0.418582412515628	Non-significant
URB2	-0.008358516	0.418744947646819	Non-significant
SMAD5	0.0151011956529139	0.418744947646819	Non-significant
PRCC	-0.01688357	0.419066567601214	Non-significant
NRIP2	-0.023129454	0.419087357243948	Non-significant
MAEA	0.0105308156132322	0.420217898013966	Non-significant
RPAP1	-0.009151715	0.420493867966597	Non-significant
PDRG1	-0.009553121	0.420681399149004	Non-significant
RNF115	0.00326746104198752	0.421765822522632	Non-significant
OGFRL1	0.0149633234033229	0.422597635934937	Non-significant
USP5	-0.024500357	0.423276529108893	Non-significant
SIPA1L3	-0.011837856	0.423404042327596	Non-significant
STN1	-0.00393294	0.424762268888088	Non-significant
AFF4	0.0158635058733333	0.42480070340106	Non-significant
SPPL2A	0.0194866384972063	0.424993320150053	Non-significant
IKZF3	0.00602283514961503	0.425389539630318	Non-significant
FBP2	0.0687069892369612	0.425940504699974	Non-significant
OSBPL6	-0.001569429	0.426324836388616	Non-significant
FBXW5	-0.00471922	0.426904024349136	Non-significant
TTC22	-0.00671295	0.427262030930453	Non-significant
DAZAP2	-0.003403821	0.428602089158301	Non-significant
TUT7	-0.01436173	0.428998745105562	Non-significant
PRPF38B	-0.026688247	0.429204432014775	Non-significant
TMEM43	0.0356813860470162	0.429630846849076	Non-significant
ITPA	0.0391260813625798	0.43028324396895	Non-significant
GZMH	-0.015805487	0.430764137718864	Non-significant
IQSEC1	-0.016056947	0.431093285267046	Non-significant
VIL1	0.0887037437224665	0.431707367982794	Non-significant
SURF2	-0.004726239	0.431707367982794	Non-significant
CRYBB1	-0.001174751	0.432014815557163	Non-significant
HIST1H2AD	0.0223067219981211	0.43269039081641	Non-significant
ANKRD26	-0.007718609	0.432886955090538	Non-significant
LYST	-0.011107964	0.433004984778819	Non-significant
GTF3C4	0.013319847058614	0.433781530480004	Non-significant
ATG101	0.00556211526874029	0.433864748731062	Non-significant
MAST2	0.00508012678392775	0.433929306970869	Non-significant
POP7	-0.003457244	0.434577492138186	Non-significant
BOK	-0.017741171	0.434577492138186	Non-significant
EIF3L	-0.039409058	0.434944279674931	Non-significant
FOLH1	-0.004903328	0.435469209692133	Non-significant
PPAN_P2RY11	-0.023392889	0.435816121690239	Non-significant
ATRIP	-0.022932678	0.436031637061957	Non-significant
TSR3	-0.006009406	0.436066684728783	Non-significant
RIF1	-0.018573868	0.43626394433241	Non-significant
ZNF800	0.0100274264431773	0.436935233026386	Non-significant
HIST1H2BA	0.0322914284363758	0.43830016056897	Non-significant
BRD3	0.0143307015123767	0.438896658839639	Non-significant
ASF1A	-0.01609708	0.439480328832806	Non-significant
IGFBP6	0.0315437516492684	0.441640086645641	Non-significant
C2CD5	0.015057390550717	0.441773676277222	Non-significant
EXOSC7	-0.018352765	0.442383134611427	Non-significant
RNF2	-0.007185187	0.444511048247575	Non-significant
DAXX	0.0133591488469965	0.444511048247575	Non-significant
UBE4B	0.014859120154329	0.445242562526094	Non-significant
USP28	-0.008354899	0.445516105138535	Non-significant
ATP6V1G2	0.00605799940027053	0.446358380960027	Non-significant
LRRC14	-0.002305488	0.446499471029618	Non-significant
RBPMS	0.0270933546343249	0.446876937446547	Non-significant
EXOC5	0.018715248364964	0.447046302964842	Non-significant
C3orf58	0.00631649862416669	0.447046302964842	Non-significant
WBP2	-0.029445748	0.44814285734869	Non-significant
ACP2	-0.04128738	0.448531144701207	Non-significant
LILRB3	0.00782892319564679	0.44956605798483	Non-significant
ATP5F1E	-0.073367177	0.451232664390759	Non-significant
SASH1	0.0116644189713048	0.453665755500992	Non-significant
IFT80	0.00556419333550109	0.454497303335209	Non-significant
PKD2	0.0257527592967597	0.455910278088512	Non-significant
NOC2L	0.0255929617832953	0.457701769552957	Non-significant
PEX1	-0.014907433	0.458025751810789	Non-significant
FBP1	0.0580437326108889	0.458025751810789	Non-significant
THBD	0.00660865984399248	0.458091080402113	Non-significant
ATP6V1G1	-0.048377968	0.458132244347799	Non-significant
RMDN3	0.0239311792877626	0.458577030231336	Non-significant
ARL14EP	-0.006826705	0.459600157495467	Non-significant
HPS6	0.0109119861214118	0.459790688589381	Non-significant
BRPF1	-0.008613213	0.459885081910284	Non-significant
APPL1	-0.029851698	0.459919732368714	Non-significant
DDX19A	-0.018133468	0.460112600379264	Non-significant
C3orf38	0.0105557651436644	0.460717136509331	Non-significant
DIP2A	-0.014526744	0.461296348758383	Non-significant
EXOC4	0.0183868496414221	0.461298857723616	Non-significant
GUCY1A1	-0.018841301	0.462421919060458	Non-significant
CRACR2B	0.00840109568866537	0.463699709966831	Non-significant
ATP11B	0.0250789554399972	0.464210774461971	Non-significant
ANP32E	0.0335321416939549	0.465927747361322	Non-significant
FLCN	0.00482828164155921	0.46626897253903	Non-significant
SLC30A1	-0.010197229	0.466307011407677	Non-significant
PDHA1	-0.042726105	0.466354775514645	Non-significant
IGF1R	-0.013176945	0.467384273219973	Non-significant
SRGN	0.0135823325317393	0.467725943793087	Non-significant
AP5B1	0.00487844087383826	0.467848866447338	Non-significant
TTI1	-0.007178206	0.467916251373571	Non-significant
AP5S1	-0.003930612	0.46973206388356	Non-significant
RNF146	-0.016144168	0.469982996689103	Non-significant
UPF2	-0.014602348	0.47037322733901	Non-significant
GAP43	-0.037114811	0.47106990628828	Non-significant
KIFAP3	-0.014594593	0.47155789450052	Non-significant
YAF2	0.021432305109681	0.471737368622434	Non-significant
GTF2H3	-0.004688449	0.474148566577781	Non-significant
BCHE	0.0224246754917086	0.474667824795269	Non-significant
KMT2A	0.00905042093627034	0.474667824795269	Non-significant
PHF10	-0.00585616	0.475369885042262	Non-significant
NCBP3	-0.023375037	0.475369885042262	Non-significant
GEMIN4	-0.010139369	0.475369885042262	Non-significant
STXBP3	-0.020402696	0.476048327020779	Non-significant
SERF2	-0.020654163	0.477447819902497	Non-significant
RNF40	-0.019369148	0.478651667367316	Non-significant
CASZ1	-0.003222448	0.478651667367316	Non-significant
TLE1	-0.010406852	0.479088809705803	Non-significant
PRRC2C	-0.015848203	0.480318824698668	Non-significant
USP25	0.0109449411162613	0.481644401105887	Non-significant
USP40	-0.011694972	0.483379510476887	Non-significant
HCFC2	0.00999525057048795	0.484126147927646	Non-significant
SORD	0.0385070903376623	0.484244068603834	Non-significant
CTNND1	0.0214353523111348	0.484352787646688	Non-significant
IDH3G	-0.029852786	0.48464334924851	Non-significant
NT5C3A	0.0329615589168555	0.485483273870232	Non-significant
ZEB2	0.01619765426784	0.485678445920059	Non-significant
NUDT21	0.0329981097182412	0.485678445920059	Non-significant
EPN1	-0.01942784	0.485693551754244	Non-significant
MGAM2	0.0125420080708373	0.485693551754244	Non-significant
TMEM168	-0.004005599	0.486762294589519	Non-significant
DDX42	-0.021191193	0.486906438439567	Non-significant
EPHB2	0.0114631915750642	0.486906438439567	Non-significant
XPO5	0.0185703931464409	0.48736173340852	Non-significant
EIPR1	-0.019791164	0.488463559790149	Non-significant
DCUN1D3	-0.007866075	0.488755865051343	Non-significant
OTUD7B	0.0110010027983098	0.488925256552574	Non-significant
NPEPPS	-0.02372336	0.490179107972475	Non-significant
DPY19L1	-0.013469082	0.491890954534018	Non-significant
PRPSAP2	-0.028886959	0.492195358687998	Non-significant
POTEF	0.0344344986550013	0.492889398571504	Non-significant
GCHFR	0.0105457423410694	0.494010661351939	Non-significant
TAB2	-0.014813759	0.494417855726552	Non-significant
ZNF281	-0.015792392	0.494417855726552	Non-significant
NHEJ1	0.0121707674873324	0.494606607495642	Non-significant
UBD	-0.004712871	0.494606607495642	Non-significant
RHBDD2	0.0190177159513182	0.49508919142028	Non-significant
N6AMT1	-0.007124595	0.495590359011576	Non-significant
MEF2D	0.0154694225935461	0.495889368308229	Non-significant
CEP44	0.00611926449271619	0.496656335542534	Non-significant
ADSSL1	-0.031854651	0.497981237015136	Non-significant
RILPL1	0.0151813739040573	0.498395836720692	Non-significant
ANO10	0.0176069498703877	0.498816944790432	Non-significant
PEX6	-0.002881297	0.499740123893664	Non-significant
TRIP4	0.0151367418802215	0.500022450610488	Non-significant
TRIM26	-0.012583988	0.500190561008369	Non-significant
COG5	0.0219770921867797	0.501181321377573	Non-significant
ARL5B	-0.008572916	0.50171520588897	Non-significant
RBM6	0.0173721269854097	0.501810236829754	Non-significant
PFDN4	-0.017378208	0.501842562257263	Non-significant
RASA4	-0.019752956	0.502793375158038	Non-significant
RANBP6	-0.007462673	0.50370479379451	Non-significant
PGGT1B	0.019210446650892	0.505319464467676	Non-significant
C19orf12	0.00539250278196052	0.505996863010136	Non-significant
PLD2	-0.003700723	0.506342993525702	Non-significant
DERA	0.0314658066536859	0.506628829548135	Non-significant
CEP55	0.00546366981904095	0.508418046741391	Non-significant
FAM76A	-0.004047447	0.508634021091418	Non-significant
MSTO1	0.0137982845258973	0.508709123635675	Non-significant
GIMAP8	-0.021726865	0.509570503722273	Non-significant
SCAI	0.00494367509803248	0.509570503722273	Non-significant
RMND5A	0.0222787904631363	0.509788375357219	Non-significant
HGFAC	0.0175244880188992	0.510412985023577	Non-significant
CCDC115	-0.018697485	0.510453521109408	Non-significant
COPE	0.0278581650197269	0.51055590247256	Non-significant
FOLR1	0.0122033349674712	0.510616350397222	Non-significant
SHCBP1	-0.002421023	0.510930756481101	Non-significant
RAPGEF6	-0.008067982	0.511076593687751	Non-significant
DHX36	-0.010087722	0.511076593687751	Non-significant
ZC3H7B	-0.013327198	0.51215608434705	Non-significant
LIMK2	-0.012677665	0.513301925825285	Non-significant
SHROOM3	-0.025317716	0.513825536403876	Non-significant
UBR7	0.0214522141881142	0.513825536403876	Non-significant
RRP1B	0.0137095948523434	0.514566802170935	Non-significant
GLMP	-0.00329624	0.514797648857631	Non-significant
THOC7	0.0120339075514104	0.51502184554267	Non-significant
SETX	-0.009470509	0.515639557559834	Non-significant
SBF2	-0.008878005	0.517239448534745	Non-significant
CCDC9B	-0.023425493	0.518089015558909	Non-significant
KHDRBS3	0.0229765919033134	0.518875750083144	Non-significant
NIPSNAP3A	0.040647033573906	0.520426687745454	Non-significant
ADD3	0.0335962740979103	0.521718703553783	Non-significant
CAMKMT	0.0159405371496401	0.521718703553783	Non-significant
SAP30L	-0.014220951	0.521718703553783	Non-significant
MLF2	-0.016164801	0.521817539565643	Non-significant
ARHGEF5	0.018439352230696	0.521919603714877	Non-significant
ARRB1	0.0235013911007527	0.522383005942183	Non-significant
DLGAP5	0.00525180219963881	0.523205294929296	Non-significant
PAFAH2	0.010621154502939	0.524533439959415	Non-significant
SH2D4A	-0.018998512	0.524747742918561	Non-significant
PLEKHA3	0.00598326211667333	0.525184385356682	Non-significant
NCBP2	0.023429410567583	0.52673309717393	Non-significant
KIF5C	-0.008159654	0.527111413522851	Non-significant
KIAA0355	-0.002760076	0.527428029107122	Non-significant
HSPB7	0.0279561304207147	0.52800355851873	Non-significant
PPP4R3A	-0.014532	0.528154041358276	Non-significant
EIF4E	-0.032752477	0.530587807143051	Non-significant
UBR4	0.0204184062222241	0.530587807143051	Non-significant
C12orf45	0.0140823781874631	0.531158071922799	Non-significant
GUK1	-0.021747187	0.531524088898381	Non-significant
KDM2A	-0.008433697	0.532190293510124	Non-significant
STRIP1	-0.011710892	0.532593770811821	Non-significant
CTPS2	-0.023053619	0.532704604133724	Non-significant
ANKS4B	0.0129931824554856	0.532851125257284	Non-significant
RALGPS2	0.00923025736020272	0.533478560736971	Non-significant
STX16	0.0216699303680352	0.53455742242272	Non-significant
KDSR	0.0246723330564509	0.534734653296279	Non-significant
EIF2B2	-0.027192703	0.53490408121085	Non-significant
SPATS2	-0.01395798	0.53496478312848	Non-significant
CD8A	-0.009890554	0.53496478312848	Non-significant
AKR1C2	-0.019602297	0.535156195456315	Non-significant
PTPRG	0.00723061229077718	0.535185194514364	Non-significant
SIPA1L1	0.017344700853841	0.535414911221643	Non-significant
SLIT2	0.0184523597932383	0.535506541283607	Non-significant
PRDM2	0.00449294153555102	0.535813484604432	Non-significant
RXRB	0.0165638270311728	0.536338692056215	Non-significant
WDR82	-0.025277365	0.536472325045673	Non-significant
CPTP	0.00759863901174801	0.537572280078987	Non-significant
BCAS2	0.0186191372698687	0.538831553307602	Non-significant
